study,site,assessment.file,feeding.schedule.file,date,AdultBees_BH_mean,Honey_BH_mean,Pupae_BH_mean,Larvae_BH_mean,Pollen_BH_mean,ZeroAdultReps
LSCFS_2013_1,K,HICC_98_Nov2018.txt,Combi_HFS_11_FeedingSchedule.txt,4/21/2014,13118.05,10.84399044,11218.05,6393.55,906.70152,0
LSCFS_2013_1,K,HICC_98_Nov2018.txt,Combi_HFS_12_FeedingSchedule.txt,7/21/2013,30225.55,35.15216079,5955.8,4812.85,1259.04789,0
LSCFS_2013_1,K,HICC_98_Nov2018.txt,Combi_HFS_12_FeedingSchedule.txt,8/21/2013,29684.55,36.37730756,8371.65,3774.45,1154.117122,0
LSCFS_2013_1,K,HICC_98_Nov2018.txt,Combi_HFS_12_FeedingSchedule.txt,9/21/2013,24652.9,27.52372707,4324.5,1703.4,849.579158,0
LSCFS_2013_1,K,HICC_98_Nov2018.txt,Combi_HFS_12_FeedingSchedule.txt,10/21/2013,22376.3,38.59927694,1546.1,561.1,396.4463886,0
LSCFS_2013_1,K,HICC_98_Nov2018.txt,Combi_HFS_12_FeedingSchedule.txt,11/21/2013,18552.2,41.0502546,429.9,151.65,298.4989833,0
LSCFS_2013_1,K,HICC_98_Nov2018.txt,Combi_HFS_12_FeedingSchedule.txt,12/21/2013,16805.85,34.91804388,116.75,39.95,159.6555223,0
LSCFS_2013_1,K,HICC_98_Nov2018.txt,Combi_HFS_12_FeedingSchedule.txt,1/21/2014,14102.7,29.22297908,83.55,131.95,97.91459784,0
LSCFS_2013_1,K,HICC_98_Nov2018.txt,Combi_HFS_12_FeedingSchedule.txt,2/21/2014,11525.25,23.98700475,3003.8,2055.5,54.34878109,0
LSCFS_2013_1,K,HICC_98_Nov2018.txt,Combi_HFS_12_FeedingSchedule.txt,3/21/2014,10621.9,20.82696884,2732.9,5659.8,423.9274395,0
LSCFS_2013_1,K,HICC_98_Nov2018.txt,Combi_HFS_12_FeedingSchedule.txt,4/21/2014,16834.25,15.28083203,11791.25,6391.3,895.626863,0
LSCFS_2013_1,K,HICC_98_Nov2018.txt,Combi_HFS_13_FeedingSchedule.txt,7/21/2013,30155.65,29.82199727,5960.85,4814.55,1277.439326,0
LSCFS_2013_1,K,HICC_98_Nov2018.txt,Combi_HFS_13_FeedingSchedule.txt,8/21/2013,29266.3,23.74310904,8368.95,3778.3,1036.659229,0
LSCFS_2013_1,K,HICC_98_Nov2018.txt,Combi_HFS_13_FeedingSchedule.txt,9/21/2013,24381.55,27.42320158,4327.7,1698.95,845.3789165,0
LSCFS_2013_1,K,HICC_98_Nov2018.txt,Combi_HFS_13_FeedingSchedule.txt,10/21/2013,21245.1,32.84667388,1542.45,560.45,434.4591627,0
LSCFS_2013_1,K,HICC_98_Nov2018.txt,Combi_HFS_13_FeedingSchedule.txt,11/21/2013,17673.15,32.48521899,429.25,148.85,284.2685347,0
LSCFS_2013_1,K,HICC_98_Nov2018.txt,Combi_HFS_13_FeedingSchedule.txt,12/21/2013,16030.35,26.6238413,116.65,39.3,141.7973747,0
LSCFS_2013_1,K,HICC_98_Nov2018.txt,Combi_HFS_13_FeedingSchedule.txt,1/21/2014,13325.5,21.12976066,82.8,130.4,81.9185542,0
LSCFS_2013_1,K,HICC_98_Nov2018.txt,Combi_HFS_13_FeedingSchedule.txt,2/21/2014,10527.3,16.36543637,2870.05,1909.4,61.84321617,0
LSCFS_2013_1,K,HICC_98_Nov2018.txt,Combi_HFS_13_FeedingSchedule.txt,3/21/2014,9356.6,14.56030782,2780.15,5407.8,446.6080875,0
LSCFS_2013_1,K,HICC_98_Nov2018.txt,Combi_HFS_13_FeedingSchedule.txt,4/21/2014,13871.85,11.36975432,11332.05,6383.35,948.605461,0
LSCFS_2013_1,K,HICC_98_Nov2018.txt,Combi_HFS_14_FeedingSchedule.txt,7/21/2013,30225.55,35.15216079,5955.8,4812.85,1259.04789,0
LSCFS_2013_1,K,HICC_98_Nov2018.txt,Combi_HFS_14_FeedingSchedule.txt,8/21/2013,29684.55,36.37730756,8371.65,3774.45,1154.117122,0
LSCFS_2013_1,K,HICC_98_Nov2018.txt,Combi_HFS_14_FeedingSchedule.txt,9/21/2013,26835.7,38.70649548,4326.45,1701.25,825.2637605,0
LSCFS_2013_1,K,HICC_98_Nov2018.txt,Combi_HFS_14_FeedingSchedule.txt,10/21/2013,24242.55,42.56407948,1547.4,558.45,417.7801577,0
LSCFS_2013_1,K,HICC_98_Nov2018.txt,Combi_HFS_14_FeedingSchedule.txt,11/21/2013,19850.65,41.39216209,432,149.85,300.1059988,0
LSCFS_2013_1,K,HICC_98_Nov2018.txt,Combi_HFS_14_FeedingSchedule.txt,12/21/2013,17942,34.79955949,116.3,40,147.6099346,0
LSCFS_2013_1,K,HICC_98_Nov2018.txt,Combi_HFS_14_FeedingSchedule.txt,1/21/2014,14744.35,28.69293831,82.3,130.7,88.81980482,0
LSCFS_2013_1,K,HICC_98_Nov2018.txt,Combi_HFS_14_FeedingSchedule.txt,2/21/2014,11885,23.43027509,3035.35,2121.3,56.97014203,0
LSCFS_2013_1,K,HICC_98_Nov2018.txt,Combi_HFS_14_FeedingSchedule.txt,3/21/2014,10734.45,20.3976233,2864.9,5729.65,438.6684,0
LSCFS_2013_1,K,HICC_98_Nov2018.txt,Combi_HFS_14_FeedingSchedule.txt,4/21/2014,17080.35,14.73198752,11914.1,6388.95,904.537648,0
LSCFS_2013_1,K,HICC_98_Nov2018.txt,Combi_HFS_15_FeedingSchedule.txt,7/21/2013,30155.65,29.82199727,5960.85,4814.55,1277.439326,0
LSCFS_2013_1,K,HICC_98_Nov2018.txt,Combi_HFS_15_FeedingSchedule.txt,8/21/2013,29266.3,23.74310904,8368.95,3778.3,1036.659229,0
LSCFS_2013_1,K,HICC_98_Nov2018.txt,Combi_HFS_15_FeedingSchedule.txt,9/21/2013,22614.4,17.00706917,4319.25,1703.85,801.5311802,0
LSCFS_2013_1,K,HICC_98_Nov2018.txt,Combi_HFS_15_FeedingSchedule.txt,10/21/2013,20044.2,35.16725187,1550.1,557.7,394.3170335,0
LSCFS_2013_1,K,HICC_98_Nov2018.txt,Combi_HFS_15_FeedingSchedule.txt,11/21/2013,16955.05,41.37375191,428.75,150.4,239.6277126,0
LSCFS_2013_1,K,HICC_98_Nov2018.txt,Combi_HFS_15_FeedingSchedule.txt,12/21/2013,14931.4,35.73300611,117.65,39.55,106.6942683,0
LSCFS_2013_1,K,HICC_98_Nov2018.txt,Combi_HFS_15_FeedingSchedule.txt,1/21/2014,11589.8,30.52434794,82.7,126.65,53.7440469,0
LSCFS_2013_1,K,HICC_98_Nov2018.txt,Combi_HFS_15_FeedingSchedule.txt,2/21/2014,9182.8,26.24911386,2559.55,1680.1,65.17831954,0
LSCFS_2013_1,K,HICC_98_Nov2018.txt,Combi_HFS_15_FeedingSchedule.txt,3/21/2014,9790.9,22.35555671,2685.45,5026.85,361.9007505,0
LSCFS_2013_1,K,HICC_98_Nov2018.txt,Combi_HFS_15_FeedingSchedule.txt,4/21/2014,15297.55,15.79792621,11504.8,6391.35,704.168579,0
LSCFS_2013_1,K,HICC_98_Nov2018.txt,Combi_HFS_16_FeedingSchedule.txt,7/21/2013,30225.55,35.15216079,5955.8,4812.85,1259.04789,0
LSCFS_2013_1,K,HICC_98_Nov2018.txt,Combi_HFS_16_FeedingSchedule.txt,8/21/2013,29684.55,36.37730756,8371.65,3774.45,1154.117122,0
LSCFS_2013_1,K,HICC_98_Nov2018.txt,Combi_HFS_16_FeedingSchedule.txt,9/21/2013,24652.9,27.52372707,4324.5,1703.4,849.579158,0
LSCFS_2013_1,K,HICC_98_Nov2018.txt,Combi_HFS_16_FeedingSchedule.txt,10/21/2013,22401.55,44.4860226,1542.1,560.45,412.7744567,0
LSCFS_2013_1,K,HICC_98_Nov2018.txt,Combi_HFS_16_FeedingSchedule.txt,11/21/2013,18975.5,48.5627742,430.2,151.4,258.9571296,0
LSCFS_2013_1,K,HICC_98_Nov2018.txt,Combi_HFS_16_FeedingSchedule.txt,12/21/2013,16827.6,42.1223699,116.95,39.15,108.6566363,0
LSCFS_2013_1,K,HICC_98_Nov2018.txt,Combi_HFS_16_FeedingSchedule.txt,1/21/2014,13084.15,36.22791747,80.7,127.05,56.50958853,0
LSCFS_2013_1,K,HICC_98_Nov2018.txt,Combi_HFS_16_FeedingSchedule.txt,2/21/2014,10156.25,31.60875568,2729.8,1846.95,66.80134061,0
LSCFS_2013_1,K,HICC_98_Nov2018.txt,Combi_HFS_16_FeedingSchedule.txt,3/21/2014,10836.7,27.39760214,2789.1,5346.8,402.2443805,0
LSCFS_2013_1,K,HICC_98_Nov2018.txt,Combi_HFS_16_FeedingSchedule.txt,4/21/2014,17242.65,20.26063488,11691.45,6390.8,827.9053065,0
LSCFS_2013_1,K,HICC_98_Nov2018.txt,Combi_HFS_2_FeedingSchedule.txt,7/21/2013,30225.55,35.15216079,5955.8,4812.85,1259.04789,0
LSCFS_2013_1,K,HICC_98_Nov2018.txt,Combi_HFS_2_FeedingSchedule.txt,8/21/2013,29684.55,36.37730756,8371.65,3774.45,1154.117122,0
LSCFS_2013_1,K,HICC_98_Nov2018.txt,Combi_HFS_2_FeedingSchedule.txt,9/21/2013,24870.25,30.56805317,4321.35,1706.7,865.2540635,0
LSCFS_2013_1,K,HICC_98_Nov2018.txt,Combi_HFS_2_FeedingSchedule.txt,10/21/2013,20647.75,27.13972841,1548.5,559.3,471.5929667,0
LSCFS_2013_1,K,HICC_98_Nov2018.txt,Combi_HFS_2_FeedingSchedule.txt,11/21/2013,15858.15,23.30860039,429.45,148.25,246.8661192,0
LSCFS_2013_1,K,HICC_98_Nov2018.txt,Combi_HFS_2_FeedingSchedule.txt,12/21/2013,13617.4,17.9176575,116.4,39.8,62.62062173,0
LSCFS_2013_1,K,HICC_98_Nov2018.txt,Combi_HFS_2_FeedingSchedule.txt,1/21/2014,9633.85,12.90896461,82.55,126.35,12.3399157,0
LSCFS_2013_1,K,HICC_98_Nov2018.txt,Combi_HFS_2_FeedingSchedule.txt,2/21/2014,7136.8,9.577029806,2075.85,1366.7,109.0723717,0
LSCFS_2013_1,K,HICC_98_Nov2018.txt,Combi_HFS_2_FeedingSchedule.txt,3/21/2014,6700.35,8.58701923,2613.9,3888.9,360.064653,0
LSCFS_2013_1,K,HICC_98_Nov2018.txt,Combi_HFS_2_FeedingSchedule.txt,4/21/2014,8540.05,7.726535817,9093.15,5757.2,716.5778845,0
LSCFS_2013_1,K,HICC_98_Nov2018.txt,Combi_HFS_3_FeedingSchedule.txt,7/21/2013,30155.65,29.82199727,5960.85,4814.55,1277.439326,0
LSCFS_2013_1,K,HICC_98_Nov2018.txt,Combi_HFS_3_FeedingSchedule.txt,8/21/2013,29266.3,23.74310904,8368.95,3778.3,1036.659229,0
LSCFS_2013_1,K,HICC_98_Nov2018.txt,Combi_HFS_3_FeedingSchedule.txt,9/21/2013,22614.4,17.00706917,4319.25,1703.85,801.5311802,0
LSCFS_2013_1,K,HICC_98_Nov2018.txt,Combi_HFS_3_FeedingSchedule.txt,10/21/2013,18498,17.37978237,1542.65,556,463.9755481,0
LSCFS_2013_1,K,HICC_98_Nov2018.txt,Combi_HFS_3_FeedingSchedule.txt,11/21/2013,13979,15.82480505,429.4,149.65,233.3874135,0
LSCFS_2013_1,K,HICC_98_Nov2018.txt,Combi_HFS_3_FeedingSchedule.txt,12/21/2013,11792.15,11.0361345,117.8,40.7,54.91043347,0
LSCFS_2013_1,K,HICC_98_Nov2018.txt,Combi_HFS_3_FeedingSchedule.txt,1/21/2014,8338.75,6.6441582,81.25,123.5,10.19223041,0
LSCFS_2013_1,K,HICC_98_Nov2018.txt,Combi_HFS_3_FeedingSchedule.txt,2/21/2014,5221.3,4.213793808,1766.15,1081.2,130.7316653,0
LSCFS_2013_1,K,HICC_98_Nov2018.txt,Combi_HFS_3_FeedingSchedule.txt,3/21/2014,4519.85,4.475785447,2102.65,2298.05,255.9389605,0
LSCFS_2013_1,K,HICC_98_Nov2018.txt,Combi_HFS_3_FeedingSchedule.txt,4/21/2014,4887.55,5.129207267,5497,3164.55,465.1532095,0
LSCFS_2013_1,K,HICC_98_Nov2018.txt,Combi_HFS_4_FeedingSchedule.txt,7/21/2013,30225.55,35.15216079,5955.8,4812.85,1259.04789,0
LSCFS_2013_1,K,HICC_98_Nov2018.txt,Combi_HFS_4_FeedingSchedule.txt,8/21/2013,29684.55,36.37730756,8371.65,3774.45,1154.117122,0
LSCFS_2013_1,K,HICC_98_Nov2018.txt,Combi_HFS_4_FeedingSchedule.txt,9/21/2013,24652.9,27.52372707,4324.5,1703.4,849.579158,0
LSCFS_2013_1,K,HICC_98_Nov2018.txt,Combi_HFS_4_FeedingSchedule.txt,10/21/2013,20394.95,27.13748555,1541.45,558.65,465.7258733,0
LSCFS_2013_1,K,HICC_98_Nov2018.txt,Combi_HFS_4_FeedingSchedule.txt,11/21/2013,15867.2,24.73829859,429.95,150.05,238.5666124,0
LSCFS_2013_1,K,HICC_98_Nov2018.txt,Combi_HFS_4_FeedingSchedule.txt,12/21/2013,13234.7,19.36046878,116.2,40.8,65.7721354,0
LSCFS_2013_1,K,HICC_98_Nov2018.txt,Combi_HFS_4_FeedingSchedule.txt,1/21/2014,9330.75,14.56305938,83.5,122.85,17.81329862,0
LSCFS_2013_1,K,HICC_98_Nov2018.txt,Combi_HFS_4_FeedingSchedule.txt,2/21/2014,6961.35,11.19840468,2021.15,1341.35,91.3593592,0
LSCFS_2013_1,K,HICC_98_Nov2018.txt,Combi_HFS_4_FeedingSchedule.txt,3/21/2014,6856,9.376564556,2428.65,3861.6,320.4778915,0
LSCFS_2013_1,K,HICC_98_Nov2018.txt,Combi_HFS_4_FeedingSchedule.txt,4/21/2014,8987.25,8.081732566,9104.05,6077.5,779.7985195,0
LSCFS_2013_1,K,HICC_98_Nov2018.txt,Combi_HFS_5_FeedingSchedule.txt,7/21/2013,30155.65,29.82199727,5960.85,4814.55,1277.439326,0
LSCFS_2013_1,K,HICC_98_Nov2018.txt,Combi_HFS_5_FeedingSchedule.txt,8/21/2013,29266.3,23.74310904,8368.95,3778.3,1036.659229,0
LSCFS_2013_1,K,HICC_98_Nov2018.txt,Combi_HFS_5_FeedingSchedule.txt,9/21/2013,23964.05,21.765119,4325.85,1705,822.8284936,0
LSCFS_2013_1,K,HICC_98_Nov2018.txt,Combi_HFS_5_FeedingSchedule.txt,10/21/2013,19715.3,21.73852206,1544.2,558.2,459.2064668,0
LSCFS_2013_1,K,HICC_98_Nov2018.txt,Combi_HFS_5_FeedingSchedule.txt,11/21/2013,14696.45,19.91110053,430.75,149.7,227.8872457,0
LSCFS_2013_1,K,HICC_98_Nov2018.txt,Combi_HFS_5_FeedingSchedule.txt,12/21/2013,11994.7,14.92463413,117.55,40.45,55.81960123,0
LSCFS_2013_1,K,HICC_98_Nov2018.txt,Combi_HFS_5_FeedingSchedule.txt,1/21/2014,8330,10.44846919,80.15,122.9,10.00615761,0
LSCFS_2013_1,K,HICC_98_Nov2018.txt,Combi_HFS_5_FeedingSchedule.txt,2/21/2014,5921.35,7.621438267,1779.5,1185.25,123.494174,0
LSCFS_2013_1,K,HICC_98_Nov2018.txt,Combi_HFS_5_FeedingSchedule.txt,3/21/2014,6030.3,6.438426566,2456.95,3286.95,298.371539,0
LSCFS_2013_1,K,HICC_98_Nov2018.txt,Combi_HFS_5_FeedingSchedule.txt,4/21/2014,6844.2,6.664620139,7661.05,4719.8,642.629398,0
LSCFS_2013_1,K,HICC_98_Nov2018.txt,Combi_HFS_6_FeedingSchedule.txt,7/21/2013,30225.55,35.15216079,5955.8,4812.85,1259.04789,0
LSCFS_2013_1,K,HICC_98_Nov2018.txt,Combi_HFS_6_FeedingSchedule.txt,8/21/2013,29684.55,36.37730756,8371.65,3774.45,1154.117122,0
LSCFS_2013_1,K,HICC_98_Nov2018.txt,Combi_HFS_6_FeedingSchedule.txt,9/21/2013,25110.1,33.45575502,4319.95,1704.65,848.8975919,0
LSCFS_2013_1,K,HICC_98_Nov2018.txt,Combi_HFS_6_FeedingSchedule.txt,10/21/2013,21581.35,32.23159679,1544.45,561.1,445.290499,0
LSCFS_2013_1,K,HICC_98_Nov2018.txt,Combi_HFS_6_FeedingSchedule.txt,11/21/2013,17695.5,28.79805146,432.25,151.05,262.256791,0
LSCFS_2013_1,K,HICC_98_Nov2018.txt,Combi_HFS_6_FeedingSchedule.txt,12/21/2013,15371.4,22.87401605,116.25,39.35,101.9209775,0
LSCFS_2013_1,K,HICC_98_Nov2018.txt,Combi_HFS_6_FeedingSchedule.txt,1/21/2014,11372.05,17.47100489,85.25,128.35,46.49828168,0
LSCFS_2013_1,K,HICC_98_Nov2018.txt,Combi_HFS_6_FeedingSchedule.txt,2/21/2014,8669.05,13.45619116,2446.6,1609.05,74.38314794,0
LSCFS_2013_1,K,HICC_98_Nov2018.txt,Combi_HFS_6_FeedingSchedule.txt,3/21/2014,7933.05,11.94919095,2607.55,4626.35,394.936782,0
LSCFS_2013_1,K,HICC_98_Nov2018.txt,Combi_HFS_6_FeedingSchedule.txt,4/21/2014,11265.8,9.260771448,10390.2,6391.8,866.0221325,0
LSCFS_2013_1,K,HICC_98_Nov2018.txt,Combi_HFS_7_FeedingSchedule.txt,7/21/2013,30155.65,29.82199727,5960.85,4814.55,1277.439326,0
LSCFS_2013_1,K,HICC_98_Nov2018.txt,Combi_HFS_7_FeedingSchedule.txt,8/21/2013,29266.3,23.74310904,8368.95,3778.3,1036.659229,0
LSCFS_2013_1,K,HICC_98_Nov2018.txt,Combi_HFS_7_FeedingSchedule.txt,9/21/2013,22614.4,17.00706917,4319.25,1703.85,801.5311802,0
LSCFS_2013_1,K,HICC_98_Nov2018.txt,Combi_HFS_7_FeedingSchedule.txt,10/21/2013,18568.8,23.52673346,1543.05,562.2,459.4434396,0
LSCFS_2013_1,K,HICC_98_Nov2018.txt,Combi_HFS_7_FeedingSchedule.txt,11/21/2013,14925.75,24.28443956,432.4,150.6,255.4103191,0
LSCFS_2013_1,K,HICC_98_Nov2018.txt,Combi_HFS_7_FeedingSchedule.txt,12/21/2013,12945.75,19.36658539,117.4,39.8,102.8414091,0
LSCFS_2013_1,K,HICC_98_Nov2018.txt,Combi_HFS_7_FeedingSchedule.txt,1/21/2014,9759.75,14.75005391,83.75,130.45,47.52739968,0
LSCFS_2013_1,K,HICC_98_Nov2018.txt,Combi_HFS_7_FeedingSchedule.txt,2/21/2014,7440.95,11.25892513,2208.4,1431.15,86.78666365,0
LSCFS_2013_1,K,HICC_98_Nov2018.txt,Combi_HFS_7_FeedingSchedule.txt,3/21/2014,7327.3,10.04684134,2574.6,4272.7,390.7862895,0
LSCFS_2013_1,K,HICC_98_Nov2018.txt,Combi_HFS_7_FeedingSchedule.txt,4/21/2014,10359.65,7.949103042,9824.75,6306.35,682.1409385,0
LSCFS_2013_1,K,HICC_98_Nov2018.txt,Combi_HFS_8_FeedingSchedule.txt,7/21/2013,30225.55,35.15216079,5955.8,4812.85,1259.04789,0
LSCFS_2013_1,K,HICC_98_Nov2018.txt,Combi_HFS_8_FeedingSchedule.txt,8/21/2013,29684.55,36.37730756,8371.65,3774.45,1154.117122,0
LSCFS_2013_1,K,HICC_98_Nov2018.txt,Combi_HFS_8_FeedingSchedule.txt,9/21/2013,24652.9,27.52372707,4324.5,1703.4,849.579158,0
LSCFS_2013_1,K,HICC_98_Nov2018.txt,Combi_HFS_8_FeedingSchedule.txt,10/21/2013,21127.15,32.81478041,1545.25,557.2,446.0760613,0
LSCFS_2013_1,K,HICC_98_Nov2018.txt,Combi_HFS_8_FeedingSchedule.txt,11/21/2013,17523.9,32.47938929,428.15,149.05,253.5488293,0
LSCFS_2013_1,K,HICC_98_Nov2018.txt,Combi_HFS_8_FeedingSchedule.txt,12/21/2013,15478.3,26.51567365,117.2,39.4,104.4958266,0
LSCFS_2013_1,K,HICC_98_Nov2018.txt,Combi_HFS_8_FeedingSchedule.txt,1/21/2014,12067.55,21.07681101,82.4,126.8,52.89959582,0
LSCFS_2013_1,K,HICC_98_Nov2018.txt,Combi_HFS_8_FeedingSchedule.txt,2/21/2014,9423.2,16.78026635,2581.65,1707.05,64.67970042,0
LSCFS_2013_1,K,HICC_98_Nov2018.txt,Combi_HFS_8_FeedingSchedule.txt,3/21/2014,8596.9,14.90276182,2596.65,4858.25,384.5241835,0
LSCFS_2013_1,K,HICC_98_Nov2018.txt,Combi_HFS_8_FeedingSchedule.txt,4/21/2014,13183.95,10.62350464,11040.7,6389.35,842.3730185,0
LSCFS_2013_1,K,HICC_98_Nov2018.txt,Combi_HFS_9_FeedingSchedule.txt,7/21/2013,30155.65,29.82199727,5960.85,4814.55,1277.439326,0
LSCFS_2013_1,K,HICC_98_Nov2018.txt,Combi_HFS_9_FeedingSchedule.txt,8/21/2013,29266.3,23.74310904,8368.95,3778.3,1036.659229,0
LSCFS_2013_1,K,HICC_98_Nov2018.txt,Combi_HFS_9_FeedingSchedule.txt,9/21/2013,24109.3,24.53034988,4325.1,1701.7,849.4004163,0
LSCFS_2013_1,K,HICC_98_Nov2018.txt,Combi_HFS_9_FeedingSchedule.txt,10/21/2013,19758.25,27.50191094,1544.9,558.05,456.5728058,0
LSCFS_2013_1,K,HICC_98_Nov2018.txt,Combi_HFS_9_FeedingSchedule.txt,11/21/2013,16445.3,26.2703839,430.25,149.8,237.1403811,0
LSCFS_2013_1,K,HICC_98_Nov2018.txt,Combi_HFS_9_FeedingSchedule.txt,12/21/2013,13912.35,20.64576932,114.8,40.4,70.53517999,0
LSCFS_2013_1,K,HICC_98_Nov2018.txt,Combi_HFS_9_FeedingSchedule.txt,1/21/2014,9969.6,15.58520765,79.85,123.55,23.40623646,0
LSCFS_2013_1,K,HICC_98_Nov2018.txt,Combi_HFS_9_FeedingSchedule.txt,2/21/2014,7687.7,12.01284416,2178.1,1450.9,91.62023497,0
LSCFS_2013_1,K,HICC_98_Nov2018.txt,Combi_HFS_9_FeedingSchedule.txt,3/21/2014,7345.8,10.39445275,2583.9,4201.45,373.460522,0
LSCFS_2013_1,K,HICC_98_Nov2018.txt,Combi_HFS_9_FeedingSchedule.txt,4/21/2014,10383.1,8.218316048,9905.55,6249.15,703.5730715,0
LSCFS_2013_1,K,HICC_99_Nov2018.txt,Combi_HFS_1_FeedingSchedule.txt,7/21/2013,31008.35,32.07722226,6352,4984.25,1341.336559,0
LSCFS_2013_1,K,HICC_99_Nov2018.txt,Combi_HFS_1_FeedingSchedule.txt,8/21/2013,29771,26.07385413,8366.6,3777.55,1133.182426,0
LSCFS_2013_1,K,HICC_99_Nov2018.txt,Combi_HFS_1_FeedingSchedule.txt,9/21/2013,24052.65,20.86715941,4324.2,1709.8,831.41496,0
LSCFS_2013_1,K,HICC_99_Nov2018.txt,Combi_HFS_1_FeedingSchedule.txt,10/21/2013,19130.35,17.90717741,1542.25,555.5,481.5204205,0
LSCFS_2013_1,K,HICC_99_Nov2018.txt,Combi_HFS_1_FeedingSchedule.txt,11/21/2013,14594.15,14.61496742,429.95,150.8,225.7619346,0
LSCFS_2013_1,K,HICC_99_Nov2018.txt,Combi_HFS_1_FeedingSchedule.txt,12/21/2013,11638.9,9.552284713,117.7,40.4,49.24390061,0
LSCFS_2013_1,K,HICC_99_Nov2018.txt,Combi_HFS_1_FeedingSchedule.txt,1/21/2014,7778.15,5.22758594,79.75,122,4.83926841,0
LSCFS_2013_1,K,HICC_99_Nov2018.txt,Combi_HFS_1_FeedingSchedule.txt,2/21/2014,4528.8,3.255323942,1609.65,965.35,119.4563415,0
LSCFS_2013_1,K,HICC_99_Nov2018.txt,Combi_HFS_1_FeedingSchedule.txt,3/21/2014,3740,4.038445721,1708.85,1755.35,208.4076645,1
LSCFS_2013_1,K,HICC_99_Nov2018.txt,Combi_HFS_1_FeedingSchedule.txt,4/21/2014,4453.8,4.636332823,4376.85,2934.9,394.6151595,1
LSCFS_2013_1,K,HICC_99_Nov2018.txt,Combi_HFS_10_FeedingSchedule.txt,7/21/2013,33818.95,35.51472759,6450.2,5059.55,1561.803635,0
LSCFS_2013_1,K,HICC_99_Nov2018.txt,Combi_HFS_10_FeedingSchedule.txt,8/21/2013,31432.2,36.45140838,8378.35,3778.95,1173.136017,0
LSCFS_2013_1,K,HICC_99_Nov2018.txt,Combi_HFS_10_FeedingSchedule.txt,9/21/2013,26354.95,36.35350588,4320.5,1705.2,874.5831009,0
LSCFS_2013_1,K,HICC_99_Nov2018.txt,Combi_HFS_10_FeedingSchedule.txt,10/21/2013,23559.5,37.33994116,1546.9,559.9,453.9722811,0
LSCFS_2013_1,K,HICC_99_Nov2018.txt,Combi_HFS_10_FeedingSchedule.txt,11/21/2013,19753.35,34.7518404,428,150,270.8344489,0
LSCFS_2013_1,K,HICC_99_Nov2018.txt,Combi_HFS_10_FeedingSchedule.txt,12/21/2013,17434.5,28.25228483,118.65,40.05,142.4470955,0
LSCFS_2013_1,K,HICC_99_Nov2018.txt,Combi_HFS_10_FeedingSchedule.txt,1/21/2014,13950.55,22.28236705,82.7,129.85,83.10758607,0
LSCFS_2013_1,K,HICC_99_Nov2018.txt,Combi_HFS_10_FeedingSchedule.txt,2/21/2014,10789.5,17.43321354,2895.15,1938.95,54.76860865,0
LSCFS_2013_1,K,HICC_99_Nov2018.txt,Combi_HFS_10_FeedingSchedule.txt,3/21/2014,9394.05,15.48159079,2735.25,5410.1,406.290026,0
LSCFS_2013_1,K,HICC_99_Nov2018.txt,Combi_HFS_10_FeedingSchedule.txt,4/21/2014,14336,11.26415586,11578.35,6390.95,908.260924,0
LSCFS_2013_1,K,HICC_99_Nov2018.txt,Combi_HFS_11_FeedingSchedule.txt,7/21/2013,31008.35,32.07722226,6352,4984.25,1341.336559,0
LSCFS_2013_1,K,HICC_99_Nov2018.txt,Combi_HFS_11_FeedingSchedule.txt,8/21/2013,29771,26.07385413,8366.6,3777.55,1133.182426,0
LSCFS_2013_1,K,HICC_99_Nov2018.txt,Combi_HFS_11_FeedingSchedule.txt,9/21/2013,23456.5,18.19891288,4325.75,1698.75,823.5421316,0
LSCFS_2013_1,K,HICC_99_Nov2018.txt,Combi_HFS_11_FeedingSchedule.txt,10/21/2013,19887.4,30.25789838,1544.05,556.65,446.6730996,0
LSCFS_2013_1,K,HICC_99_Nov2018.txt,Combi_HFS_11_FeedingSchedule.txt,11/21/2013,16913.6,33.3139553,430.15,150.7,246.0496737,0
LSCFS_2013_1,K,HICC_99_Nov2018.txt,Combi_HFS_11_FeedingSchedule.txt,12/21/2013,15070.1,27.60718306,115.45,38.7,106.9372319,0
LSCFS_2013_1,K,HICC_99_Nov2018.txt,Combi_HFS_11_FeedingSchedule.txt,1/21/2014,11791,22.36787996,81.1,127.3,52.67939199,0
LSCFS_2013_1,K,HICC_99_Nov2018.txt,Combi_HFS_11_FeedingSchedule.txt,2/21/2014,9175.95,18.05366857,2575.65,1687.7,64.03159093,0
LSCFS_2013_1,K,HICC_99_Nov2018.txt,Combi_HFS_11_FeedingSchedule.txt,3/21/2014,8740.25,15.75621687,2591.65,4832.5,374.050551,0
LSCFS_2013_1,K,HICC_99_Nov2018.txt,Combi_HFS_11_FeedingSchedule.txt,4/21/2014,13466.35,11.1327325,11163.6,6369.05,825.118457,0
LSCFS_2013_1,K,HICC_99_Nov2018.txt,Combi_HFS_12_FeedingSchedule.txt,7/21/2013,33818.95,35.51472759,6450.2,5059.55,1561.803635,0
LSCFS_2013_1,K,HICC_99_Nov2018.txt,Combi_HFS_12_FeedingSchedule.txt,8/21/2013,31432.2,36.45140838,8378.35,3778.95,1173.136017,0
